protoform;DoT;Type;id
Most loudness_medium calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are quality_medium compared to the state of euthymia.;0.5114176570120703;2.0;only spectralflux - Interval
Most loudness_medium calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are spectrum_medium compared to the state of euthymia.;0.8971746801846767;2.0;only spectralflux - Interval
Most loudness_high calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_high calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in mania are quality_high compared to the state of euthymia.;0.873383658421564;2.0;only spectralflux - Interval
Most tone_low calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_low calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_low calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_low calls in mania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_low calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in mania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority tone_low calls in mania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_low calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_low calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_low calls in mania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in mania are quality_low compared to the state of euthymia.;0.9806532587324867;2.0;only spectralflux - Interval
Minority of tone_low calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_low calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_low calls in mania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_low calls in mania are quality_high compared to the state of euthymia.;0.7673032240397171;2.0;only spectralflux - Interval
Most tone_medium calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_medium calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in mania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in mania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority tone_medium calls in mania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_medium calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_medium calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_medium calls in mania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in mania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in mania are quality_medium compared to the state of euthymia.;0.43143272580928205;2.0;only spectralflux - Interval
Most tone_medium calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in mania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_high calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_high calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in mania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in mania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority tone_high calls in mania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_high calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_high calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_high calls in mania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in mania are quality_low compared to the state of euthymia.;0.624208581330499;2.0;only spectralflux - Interval
Most tone_high calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in mania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in mania are quality_high compared to the state of euthymia.;0.8678214488677318;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are quality_low compared to the state of euthymia.;0.8512696052592441;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in mania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are loudness_high compared to the state of euthymia.;0.5503823621499366;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in mania are quality_high compared to the state of euthymia.;0.7356694778679895;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are loudness_high compared to the state of euthymia.;0.7684590560611406;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in mania are quality_high compared to the state of euthymia.;0.28456866076571163;2.0;only spectralflux - Interval
Most quality_low calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in mania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most quality_low calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most quality_low calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in mania are loudness_low compared to the state of euthymia.;0.2908089906141469;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are loudness_low compared to the state of euthymia.;0.025514605631511866;2.0;only spectralflux - Interval
Most quality_medium calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are loudness_high compared to the state of euthymia.;0.9443606476304358;2.0;only spectralflux - Interval
Most quality_medium calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most quality_medium calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in mania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in mania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in mania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are loudness_high compared to the state of euthymia.;0.6041101412665977;2.0;only spectralflux - Interval
Most quality_high calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are spectrum_medium compared to the state of euthymia.;0.8082394860958275;2.0;only spectralflux - Interval
Most quality_high calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_high calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Most calls in hipomania are loudness_low compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Most calls in hipomania are tone_low compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in hipomania are quality_low compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are loudness_low compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are tone_low compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are quality_low compared to the state of euthymia.;0.22145662554023526;1.0;only spectralflux - Interval
Most calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in hipomania are tone_medium compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in hipomania are quality_medium compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are tone_medium compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are quality_medium compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Most calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in hipomania are loudness_high compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in hipomania are tone_high compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in hipomania are quality_high compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are loudness_high compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are tone_high compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in hipomania are quality_high compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Most loudness_low calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_low calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_low calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_high calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_high calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_low calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_low calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_low calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_low calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_low calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority tone_low calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_low calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_low calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
